Index,EVMAddress,SubstrateAddress,Balance
174,0x66b6794Bf503Cc5A82d96CEdA553CbA3eFA3C79c,5DovA7vj9x4brWKgjyL76MRCq51iiXjVwxZeiNRneLjatdZC,104167.6698
175,0xdAa478B3C66178e46dB8b52e6802cB2986Ba396c,5D6vzLgAbS6j9McuQvxhjQUqRBpyDZuBCM9hH6VTQ3FVXHCA,62500.9998
176,0xDa4273D0d925FDA529cD32Da2C3efBB8bfe62CE6,5FZDBp4Yu3UNusbZJ3cNNQTAExxLiT6bTpoiestYpUziJyeG,41840.7271
177,0x9cB69fe731c3Aa425db3a9251103c618Fd930C0a,5CLLuokxWQaZqshyLcTLfxUBA68kLytTxunaMw7vHnHXRRDB,156250.9998
178,0x6fc5F69295665e264D8758EFE18ED346ee263D41,5GamLjAEeXMyBsFu9wB6QUYsZ3haZyoHebdZPanAwjUhD38t,104563.3294
179,0x1AeD6C62bd84aCBFb3e6f4a42851F559Ef0eF6bE,5GwrFoSjrpqaw5hMTv8aMpKmWePXft8XtuYHfe16kXosC4RU,150933.2855
181,0x46dCbd5E0e9c5E79d40122b4E7d484F1E0D38092,5HXjBQgWFVAEdNSevkSDBDUQruMp2k72T19rKLy2fLSCfyrA,208334.3298
182,0x2E982744393c511F68B5942ebA0Daf6008ae0438,5Dyr5fU6eM1a1rP8gJGRojKZwyTbmG6hkexkSYdJzWjjWVDM,208334.3298
183,0x51201c444799ef74Fea97119b2b87B27B9a67A14,5HGCkgxbTX7JXptjSzVvT1Zwfdzu4CAVeQkH4iiitYVTBbFk,104656.4411
184,0xf9D656C16Cea82D664bdEb6c74134C5597C1B201,5GBrk7BWHS64A8Ps9iss1kbYxPRUjgDPrSoFkTgULKTt5NyS,26069.8887
185,0x8b67AcCDadC9cB344524218C003A9C429d0989F6,5FaqA4CUVdRpJfQdfTXQUGehNsKFMez3QAvfmFndMNu1ZcnZ,72917.6698
186,0x68173Ce9DbC5AAc42cc95EB30F77CD4B90410C5B,5DxmtYpV6heQKwreGYroPi32kBu1N8KNyCXKzdCPZibH6wNf,62530.5076
187,0x5DBD32d50535fA044Eb05610591F70B29A859F69,5F79B1YVGyQYDBykVLW1E8ZAF1qNACdMJTLTz3trYUCbGZ76,104167.6698
188,0xecc92C9DB87D7700dEddc3E0958bD7EC7bFb9Ae2,5FTXbnDna1CyborjrMftfDG8beyzhcdeA3hPPoQePuSqaixB,96354.1700
189,0x93503945Ac488da8d709829eb90D0616C948a9B8,5Cukcz1jonqfygqj5bpPFt7FzEuvfq48ixrn2EQmfsbJXwqo,104593.0986
190,0xC0d8AaCCc7927a3d5283d875d967ed4D7cE9cdE8,5Cv7SN8eihU53ZhKv81s1qbXdJfoPS7qWkQ7uFqnajpTTYYc,52084.3298
191,0xadcA35aE29a6B97bA2860AE331D140b180c4ca92,5DFqVLgCws8f3p4b68XUX6WEdYGeGFkTqvZiNVewTysZzzMt,52084.3298
192,0x3Cca87F073eeC79e93662E28c1d6F24916A5A0Eb,5GwNCyttjpQbiiFKz9pfJq6rUizKmmGvJwRcHiStAWeUB98B,28926.0039
193,0xf4F01362172075517cA9d6927D6d593cecd26D91,5Fj5SpDiyi2pmHDD4pzDsQrgLcf2GASmjPjdUHbXVAbt6jp9,155417.6698
194,0x2B97536FB29e044A7bf20DF27FcbCdACa1c392DB,5GRShDYbBVbEDHGpv1vAhtGwT4QxvjWMyasN95c2TUnZk6BE,104243.1367
195,0x2F88408ACab51f7f79ec3833a1450Afed9ED87AE,5EioNe8QcL9LPgUgCxZkUD7QMXMjGt8RDkJd12ctSTBRRziC,289062.9928
196,0xB8293e933783CF3863F3C3da3A2DD4C1C9dF4fB7,5GHp85FRf7FNmSaKy43bTJCYEPfKcqp7JMKfAiGp5crrQbYg,104167.6698
197,0xdc81A5b9c30527349ea5a9985618b7533d0b4d8a,5DPVV9wzdrmmcoCML8tSrP68Q6z8oGzkSYLhspyameVNQ8by,62502.9998
198,0x2e9a652D282618eb4f697Cfd1667Aaf4962076bA,5H4AKLUeZEXHYZSuHsmZ6QypQrEB3Qt9R83K4CkYJ3E4FK7n,104167.6698
199,0x491775aeE0c5B9B603209acA27f4fA01EE77407D,5Djm7twnAcymZeHEjD6hNgKmYjLEAJQ8WkgWdogFzCbui5HW,52133.3071
200,0xc7D47350A4d0Bf3Ffcf51A7481BC4c8cA032D03c,5CS8UiGeL5rcZN6bDbytgw2Lbdqrmweetf1rVzLBEHqP5Gtr,208333.3300
201,0x8f5e7C4d0403aF7b2d9e13fC5902fa6b7715b478,5HaLurzPkooE96NUdcVR83aRV6AAV3XXXv2z34sVU7zHbL5p,104167.6698
202,0x17a6d952b8137871DbC60ED38aD9352074b6fe7F,5H6UMzzT1bDTeayEfgcVzEZCooarmdTycmXiLtJ2k4EeDdTW,208367.6725
203,0x0348C4326D185B17c582ded8436a9245Bfa723AA,5EHWeVaKVB7YeBRHaz25bdHf7eukEjbkhiTGKY6QSZvHRRVi,62500.9998
204,0xb6782628487c623e41E466319E89A7E8f7b996DD,5FPPb4WwjggM2nyTMK4VggCHBL4nWKLUxDqJEtC8mDhndhgU,104168.6700
205,0x7242A595FA8f09182b8c11c1a193C6BCAB2d8871,5CVJqVCLDSBJg6Lc5jdJ8uLBzt3TkWkSi4XJxGwyhetfaGn4,257212.2602
206,0xd1174D9a0b7494826C36c0d5456dE44444A186bb,5Do21EFazYfr24te2ZsTPp1k3G16Qi4gbMTxGyigvtccYuX2,385417.7060
207,0x4CDb9e9051E03bCe865399ee571e250d1624Bfc9,5Ghu48PdTc7JqFKGPxrxC388GKjKN2FjeQnF1JG61hHJaD6u,128472.8947
208,0x4bBaB01Abb729347a7c12261e741Ff3031E0360d,5FTzXZh4tSaUZJdnBrf7yhFJyGwAJm2MRf2KwymdHBj8Uuwg,128480.8958
209,0x055DeEE0D76F3aA6378C2A46cFB697669Fe9f904,5CdSr87pZXrPKXrm25MScBjFzK426xT7dhcP6Jnm7mwGFfNf,128490.8958
210,0x1573f8860223D1398F1f9dB0e4c2508D2d0Bfd8F,5GLWqrkmQKBeiUguxHDt6ReaL8Db6PXEwacm2zLkMjKdWQuK,77161.5909
211,0x4F321533900a81Fc93F4E663Aa17351bf21DBf0F,5Du3dwNuXPmMvkxRe1boQSeX4o9RGr8knNu5mDQ8BUDTUSdz,83334.3398
212,0x1358F578A5BE266db1eBF686F265B257Ca1a56a7,5DjcyJjDpKfNr3rAMgfYLgKcvUj7sRQJyZAYDwP1EyZJbBrE,128529.3720
213,0x9A116805DBD7ed692A694c3F37D8ea2F54027044,5GL7C5tCLrJQ7RRuLtNJ5NbDuuJD9kQJ7AkgqvFi58EEPH9y,277778.7697
214,0x16AB4048Df6C745f7194a860a2F7a37A7240c649,5HFumkHH4pYVJdJKXkE7Bay8Ag4GmuEobrcrgD4E8TxeSQ2C,190334.8337
215,0xce4DA22F8Aa8aF326D4fd5116a205f42c702e38B,5DEuj9mzsEMop9WUTE2yNovTnZCy9UHDiyW6sY33GRnSLmWy,61172.3602
216,0x6Bc2d7098116d448a807BeA6890715Ebb379ba2C,5F1PYByBa5XGf39JSpE78YKVJ5rYgDA9DxSiTkTQUcYQ3vwY,31461.9103
217,0xDf9E54959673664dA229490fdeB8E0E8f204fE0a,5HQutfHopQyuFzJ14QFb6g1dH9FgAjVZxgSfFwGgwR9h5htG,40864.8738
218,0x1fa049Ee75dbB2F3E660c617A1bBecbf00fA25FE,5HUfQV93CMcg5j3HsVqcLYoZoFchPXTSogv3ZHG3TD6ULBxy,81744.2569
219,0x3B18a96398cC62b08dFF955AcECAC4eDed2c4170,5HFFEhwGFpY7Wd9GJqDnPj1cn7zBA2cnLoo9Ed8eAxeNmPWm,262996.9433
220,0xfC2aA0500Ba59556BB2ad10c916B0857E68d8F45,5Gh3Uzqzjx9vWErdbEDDwJ4n5zzKmFDQgCXNgjZnsWE8hs6Z,104167.6698
221,0xE507dBCbD37842B6224E591D881F629bAc3ce7F3,5CyPEnfJufvFXt6MsK1n6dV3cUum5jYJdbn8maBbmpseiqBQ,104167.6698
222,0xA77F95Fa07849B96C181cFDD7D1113f266738F57,5HkEAa6xU4VyHirgetPZynnSR3yBDiBYwmYMDBUzHeibxYQu,96355.7841
223,0x60114DBd118e4AFBa58fC37de33eAdc2465b898a,5HBCFAotYFW4Hz9HjRnTGEV8abQYKFZVeKHhnrVEqEKk37ZH,104167.6694
224,0x21836ab46AcE100612C33407A0a5f92afc37d776,5FkaP1VtrPWKH44aDzz7n1q2z3fqszGeN4vcy4d3W4o5RV2i,385416.6700
225,0xB2A5B7FD847F01F28e4a56074a5dCC57De16A4dc,5GuguZAuDvPbwbcNh11FtLaRH7oVd8dowb2GitoqeKMyLJQP,2422744.0217
227,0x02B5da2Aa87b5501e1270069a567F77b3c7A3203,5DXRU7hgtMJFMEPxFLPpdKsqcSchVnupWi22w9751L3Eanin,714286.7098
228,0xba405D5563a8C6A881Fa9aA1ea64bbFe85787445,5HkEHeescDX8nLeTDS3Tf5Q2fCMCfiZXVfRwWcm8XW2JGGGX,3310755.5945
229,0xC87B50489c643672e94a36529e61C0C510AE3979,5E7ibDmdQeUoyWWr3MPA98aTJAtv9PKQu94H7DJJPvJh6Lqy,770833.3379
230,0xbc7e24C8dc0000036953A668E515d3C67e96EeC8,5HBoX15iR982sxdzmpqJ3WFmULZHjrjtuCpCpeCiTvLZHeEh,6301475.9098
231,0xC4E91507732AA45e493f3B8DF1fE5539aE7e01B9,5GeWdVMNucvA7mWgvdF5yPJuGBPZ1jDDoiVsPyv5AhAF4Y1v,4221345.7646
232,0xf2F7714E9094a46C3415a78C233166dCC62190e2,5CHUjs4fVww96c71aUn58v68NkmqAFHsbGdGkfFT5AgzkdCg,4208780.9680
233,0x80274Ed9c62641d29B21AfB87875a2121cAEd4DE,5D92LrMMhJj194vQh5iZqi9i5QivkmuQx6eW9zJ935ANxuAG,2100000.9998
234,0x357bE411ca91F390F80F39E69D3F6ef4Cb092750,5DBv24Y7yHrHjoykyDZhxpkquvyjZ2brxpMMnS31pni6UXtD,38241987.4798
236,0x255f6d305Eadb14fE0146966584489426DaB2982,5D8vsi3TEsMVDTdFgYFHjBv97pp5pPfcwtTTSRR8ju14yeMN,17184713.5940
237,0x7e285d71e4f788dcfb5ee6d032e28f25e1b49d71,5D48TCjerHfvLdxGZZWZGqomATuy95krX8Hg29Ac3KxErF2T,13953718.5351
240,0x569C1272FEa2eBC790bb077bfDb05A00A751d618,5CpzF1kPXXyFh3W7ySWmSpcsNvAnTDEzqKxotxmrVNExhdyE,1759097.3346
241,0xCeC4E20892745aEd43048B5b462B5bA4ba52e761,5EuAvQKgWhVPKAStbQ4LghNykgquZQ35Sxao7YFSxpGWwDJ1,4207322.8289
242,0xB019E8e5D79D2507ad2d6AC6401a9FC8f3a3AfFa,5GuTGpK4cnSuyc891ceKgsZsfoFubhVBHrrFBLxYnDWuedoe,8192000.9998
244,0xec0514A8bace539A5A8f69674906231697ebeF9C,5Cc2WdS8hinjGyQsmXyKAb5Uz8mhtUkfvVwcHAxRmwVV3CA7,72232350.1244
245,0xb144b47e04907E28418DB9272cF3BE0Da6EE5fEa,5Gc7quQaSWVhKbwHdAum6W5UCTi9Ft5zTMs8x66kSG6UBPSR,6000000.9979
246,0x743aDD8B6e7A9ec77737B92bEf0A4F9c9ce63d22,5CExxShWFvdcJoodD8vrzN9JX54LpvT6UgvSgT9h6XsNuX6a,71500453.7579
247,0xf4ee0153Be1C847284594042D1DC481da885b99D,5F9kZwVAjQkJ3DXLZ12x7UFvmWCHngdasgb1bjDsu6GHMN7w,64224867.6635
248,0x68Eaba6Baab2cb3a5F375718ce383c3Da605fBf6,5F3duPUvYyV6zMLzsUcx83dQr18PnPbqB1wjJyqD1PLTyaRv,9404312.4438
249,0xfb650B527D3D0459AA50Eafc7fe1bdAa2E71D3d9,5F8L61RHQfusf6yN6iaiejpbaoXnZcJZ2Do4zmgUSxZYqUR8,168000.0100
250,0xb6410671b924712BF423B669146ae67f997Cb181,5EDX2T82BP1FbfcF1q6XAzZhwmeDryGAEx2YFThYCSgLM9tE,84000.0100
251,0x82328B01657B1d0d8d4FC132Cf5E4937d516673F,5DgXLhE1F6mz1xKtNMk81NkCQZkxSYMc9gN4iLqpNKxRCv2D,9628376.7405
252,0x388C83A6868D3210eE3614eBaC58a787Ed7b8F19,5HVqUT5cNsAHhMmTUGSXhdFjdrdK12f2jcyReJsDhA6vehFB,9654459.7533
253,0x4919A40A567D3cDcEAE26881F34fe93BaF0a4AeC,5HnbRqWxGbUjCHCXQGMCteXoZu3zGDzYPho8s2Kp57SK2YjC,8640943.5557
254,0x3C05C4F48840B45121E8Cd9e710f1C30A91A4c4f,5F23GbQGJ7eVVXsGXtPQtv4kWfQFGvd6wy5wejzwhC5wJLNY,2624216.8362
255,0x284c03Ec168d2860B58048D5Ba1552dF9afdc225,5Ceh1QEMDMyLscBuHntu8h723StcSDyhN2kT9VAQcipsYYo9,11225661.4915
256,0xc04F771DAa00947d7861D498F82723842B9e19Ed,5H2DtjYyWQbiEPTU6wJWsZSiE7B6GXT9zaz4acRZ9Qfa43Qk,1449529.9181
257,0xEBFBe4c1d239dCbdA6Abe0b187857287acab75fC,5H2oK28dgfD6d27T1xcrpjjCfKPgqNBUvcpvEwu1LX1TqNky,1889775.2214
258,0xAF19B802002BBd3E25DaF4EF234fb7b49B3b0520,5CqEBrfYATEt2U3UXhiToYd7JfDA7XQNwujiC3avo8YfQbTm,1049926.3609
259,0x0A241aCB5156DA16Ed8beE6a9b5E862E573aABb8,5HQNtkJiMECpy8yVzQm6fxGNQkGNm5ekzkqPaUGpGE9zeRsd,1652231.4498
260,0xa34B97b4ff402CE5d5BFd8c3Ada500A47e4af5eA,5HKYU3GnpqzL7vH53Jtc8Sve8CucCGhrrFWnM2bHZQ282Ced,2634318.5573
261,0x501f77f3a0eEE2CB67270C4b276ba8aCAa6002bA,5DZRUg5TyhKR9JRz6DBVM5ngAXdJhFkbbhj8FnrTZMRiWWBB,10593742.2606
262,0xBD124CCE964d01988A355da119F9e9bEbb10eE37,5FHxuPjWf2ufXALidWMVZ78X8EX1X2HcfnqXrYLrkHY5z9oJ,1883011.4543
263,0x87cCd07BD90974A5D437e2EE0b9eDa8a59ec0bcd,5D9sSubMWD1gCMBF12xNf9ef6sPUBeAD7nKN9twM4YYunNJH,3.6000
264,0x45C1573e378Ce864f357443036d6B134132E4a9d,5H7rK8rAK2WiGrvjqxK75wzkvJ363AukVgjfYukeyUSLvME1,1253750.9998
265,0xa86Ecd0b0cF2205EC4b0A84f978d183046d643BB,5EqTjrPojxko5Zwn7bcPC56RKi1s6XA4WQT6TYAa6nJydNrT,667681.4438
266,0xb4337Aba27f6EA9579030F181664f51599cd7B9d,5Fs1nrtTuxaDn2fGn6QUifA5mz9ogPVz3ebAot8dxXGqCfDQ,79153.1987
267,0x267889d8AE74024dC4B86B38C4F7e9e0B0B4aF04,5HU95gKWigUia3ewi9m8SwqsdzwSUgJ9EQSM3RD4CGAx43fg,16679137.6051
268,0x67821e4e35d1E20c29a9Fb05748a7fe226cb142F,5DQWC57Q6SA5Wcqjv9EkFKb5kHKdHaTB6osK1UoPGTxdRY6k,39063802.6324
270,0x3d3c9B3b1206459Cd43fAeC8a4F82fA98A1D2C0B,5Fec5ngaFbQoekPTWWL1oAQLniEGsRqXz3Q4RYnxoeAaZpQL,3603882.3934
271,0xb5da3cF5029ceFFB957c0840ECCAb9727bfDdDd5,5EY2uHv7jmExQdiE1UzujBHJpsCYqKW1WmegkBEcmPMkmL88,11760000.0000
272,0xd973cf1dC58Fb6F5f490386Dd0AE56229967afAc,5HPdgzoV5E1fi2mbrN5sNkNBZ9NsuPBS9DpfFc8yytAtidTE,30660000.9998
273,0x3352D8c13ffEF30CF7ee348Ba793aB433492DFED,5DdFTTdsMz9ToRKRFxgFeXn4m87NphLoNymaG7aY9hHrS2TS,3192000.9998
274,0x9002F962ec4656e82E0146C7e654c05BDA4aa983,5FWkWGcrUCPZ8hasU8zTYg1ZHJVyX6bBbdB7eWschXupKiiK,16320672.2953
276,0x82C89F3dd0D0DFc3539A619C25625cc58B840EC1,5HStX4gPgHLZqg72c9Hmr29XJXm9b2v8GnrhcfhGW4Nkx9SS,88056003.2200
277,0xfF45Fef9d8fbC570c8AeD0557609C40B5b37eF5c,5GYHA6WHMtWDmjHmqNndtsGCELkduJ9kc6265ZidyMBXRmAz,3543758.0223
278,0x7B6f5bA70cE672557C43DeC881bB41cfDC17e96D,5GxWb3GFypPGadiAfrqEEZhHqPWHTGvUxd9GXRM3HPZbzLdx,2016004.9998
279,0x9C57FCa6B908ecA5440d2c44Bd207CEaE9F52755,5D8kzmP5CNgxerXh2n86Yv6eGvQR81KJm6pFkMUEoCNCPmJf,588002.9998
280,0x1513D0E4B9cD7bba1926C42b16587319690f3DDe,5FQVGHqvEkfBu1cCE2AWkqG6vkyuDG65X4yi7fQeJhdDNycS,2016000.0000
281,0xeeD9cc5bd6b88D32038302e7D914FC01f76e317e,5Dp6oGvzX11jnWLYRDzbPUdNt7HEteeogXzbh9FH5qWMdwRJ,18564000.9998
282,0x10434F91500DD05A47fA9D4137a44E4ED5D99a49,5H8ZV3PPF5xEq3mTCXqUgowNKhD9zUiS2cEVm3mByKsyw8Dm,2016000.9998
284,0x0E323829b5C7257FeEA7638400e3f20d2fa0e4AD,5H526ALbdN3aBkDxSRHqw1uy64vwEsY2TYTee7obh1tFYcHg,4032000.9998
285,0x3E9546Df841A76B154c89a4f9C2767b2a48CA810,5Gsj3Ty5Stdc4yfQ5EFv9hLXKVHrGotzv5Z49UDRYfZ7SmdV,2016000.0000
286,0x8A7BF09c48e2844aEB27CC4d70d803033b14F04F,5CksVbFMPX8VcztbAipSfhFjRo9pm3Z87rL8iXvzsfaW2V9q,30576000.9998
287,0x9Fc583918325A0Ad6Cea1c5A149Fd69A18279067,5CWYiC6pU27dK71LNHW4o8u5oNpjVJ2zAuqhjAGzrvTfU69h,15288000.9998
288,0xa70D96F464c00EcBb0B98f0Afa4F7297872fA051,5HXPZ8eiF3gdsFosdvpyab6yadbSQZUEADUbnWuy3WAvqJtq,15288000.9998
289,0x5232F293e177cd6939ADa86F87d8201A78ea041B,5DzuEotr3rtRTKgRpLucRpceoLnnfgKHopvdRRJV4nZ7agcy,25368001.0998
292,0x682De4138ACc8Fd7d4e05E6e6487B47f366600eB,5FtXRPKXohjhEAcPQSLg85eAEWu3h7r94CLbL2kTacWTxuYS,2228825.3006
293,0xe717dbab8ddd6b72b6b33418780623beaeb634d6,5G5PcVTWKXErrx8bxGjHK5hCxbH4tnB6G4AVg6a2T3r7kLBp,614234.4262
